city,rank,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long,country
Istanbul,12,4.4,4.0,3.0,947.0,11.0,4.0,111.0,4.0,3.0,3.0,905.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,41.0096334,28.9651646, Türkiye
Puerto Escondido,13,4.4,4.0,3.0,1754.0,25.0,4.0,111.0,2.0,4.0,3.0,704.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,5.0,2.0,15.8693331,-97.0726428, México
Singapore,14,4.3,4.0,4.0,2856.0,105.0,4.0,54.0,5.0,4.0,4.0,4401.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,3.0,1.357107,103.8194992, Singapore
Playa del Carmen,15,4.2,4.0,3.0,1343.0,9.0,5.0,54.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,5.0,2.0,20.6308643,-87.0779503, México
Prague,16,4.2,4.0,4.0,2195.0,38.0,5.0,56.0,5.0,2.0,4.0,1534.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,50.0874654,14.4212535, Česko
Austin TX,17,4.2,4.0,4.0,4402.0,68.0,5.0,38.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,30.2711286,-97.7436995, United States
Taipei,18,4.2,4.0,4.0,1972.0,20.0,3.0,85.0,5.0,4.0,4.0,2048.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,25.0375198,121.5636796, 臺灣
Da Nang,19,4.2,4.0,3.0,1030.0,12.0,3.0,37.0,4.0,3.0,2.0,181.0,2.0,5.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,16.068,108.212, Việt Nam
Seattle WA,20,4.2,4.0,4.0,4111.0,115.0,3.0,19.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,47.6038321,-122.3300624, United States
Buenos Aires,21,4.1,4.0,4.0,722.0,27.0,4.0,24.0,3.0,4.0,4.0,1037.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,-34.6075682,-58.4370894, Argentina
Tenerife Canary Islands,22,4.1,4.0,4.0,3634.0,27.0,5.0,28.0,5.0,4.0,4.0,2225.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,28.2935785,-16.621447121144122, España
Budapest,24,4.1,4.0,3.0,1482.0,40.0,4.0,35.0,4.0,2.0,4.0,1075.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,47.4979937,19.0403594, Magyarország
Bangkok,26,4.1,4.0,3.0,1350.0,32.0,4.0,55.0,4.0,2.0,3.0,493.0,2.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,13.7525438,100.4934734, ประเทศไทย
Saint Petersburg,27,4.1,4.0,3.0,1595.0,15.0,4.0,55.0,2.0,3.0,4.0,721.0,3.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,3.0,59.938732,30.316229, Россия
Tbilisi,28,4.1,4.0,3.0,1193.0,12.0,4.0,150.0,4.0,2.0,4.0,304.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,2.0,3.0,41.6934591,44.8014495, საქართველო
Moscow,29,4.1,4.0,3.0,1952.0,16.0,5.0,53.0,2.0,3.0,4.0,721.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,55.7504461,37.6174943, Россия
Barcelona,30,4.1,4.0,4.0,3072.0,29.0,5.0,22.0,5.0,2.0,4.0,2225.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,41.3828939,2.1774322, España
Phuket,31,4.1,4.0,3.0,1333.0,21.0,4.0,43.0,4.0,3.0,3.0,493.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,7.9366015,98.3529292, ประเทศไทย
Toronto,32,4.1,4.0,4.0,3255.0,27.0,4.0,36.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,43.6534817,-79.3839347, Canada
Penang,33,4.1,4.0,3.0,1090.0,18.0,3.0,36.0,4.0,4.0,3.0,792.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,5.0,3.0,3.0,5.4065013,100.2559077, Malaysia
Belgrade,34,4.1,4.0,3.0,1506.0,33.0,4.0,106.0,4.0,3.0,3.0,452.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,44.8178131,20.4568974, Србија
Warsaw,35,4.1,4.0,4.0,1756.0,29.0,5.0,56.0,5.0,2.0,4.0,1028.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,52.2319581,21.0067249, Polska
Oaxaca,36,4.0,4.0,3.0,1195.0,15.0,3.0,38.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,5.0,2.0,3.0,5.0,2.0,17.0,-96.5, México
Tulum,37,4.0,3.0,3.0,2062.0,12.0,4.0,38.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,20.2152358,-87.42953531439221, México
Florianopolis,38,4.0,4.0,3.0,1193.0,11.0,5.0,38.0,1.0,4.0,3.0,721.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,-27.5973002,-48.5496098, Brasil
Bengaluru,39,4.0,3.0,3.0,691.0,24.0,2.0,92.0,4.0,2.0,2.0,142.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,12.9767936,77.590082, India
Atlanta GA,40,4.0,4.0,4.0,2992.0,37.0,4.0,37.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,33.7489924,-84.3902644, United States
Bucharest,41,4.0,4.0,3.0,1624.0,57.0,4.0,32.0,4.0,2.0,4.0,787.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,44.4361414,26.1027202, România
Chiang Mai,42,4.0,4.0,3.0,1017.0,21.0,4.0,58.0,4.0,2.0,3.0,493.0,2.0,5.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,18.7882778,98.9858802, ประเทศไทย
Sydney,43,4.0,4.0,4.0,3807.0,18.0,3.0,24.0,5.0,4.0,5.0,4506.0,5.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,-33.768528,150.9568559523945, Australia
London,44,4.0,4.0,4.0,4308.0,21.0,5.0,56.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,51.5073219,-0.1276474, United Kingdom
Timisoara,45,3.9,4.0,3.0,1456.0,37.0,4.0,25.0,4.0,2.0,4.0,787.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,45.7538355,21.2257474, România
Zagreb,46,3.9,4.0,3.0,1839.0,18.0,3.0,16.0,5.0,2.0,4.0,1013.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,45.8131847,15.9771774, Hrvatska
Stockholm,47,3.9,4.0,4.0,3673.0,37.0,4.0,9.0,4.0,4.0,4.0,4224.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,59.3251172,18.0710935, Sverige
Sofia,48,3.9,4.0,3.0,1383.0,27.0,4.0,84.0,4.0,2.0,4.0,622.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,-15.2538402,48.2562163, Madagasikara
Denver CO,49,3.9,4.0,4.0,3562.0,60.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,39.7348381,-104.9653271, United States
Valencia,50,3.9,4.0,4.0,2505.0,33.0,4.0,50.0,5.0,3.0,4.0,2225.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,39.4697065,-0.3763353, España
Honolulu Hawaii,52,3.9,4.0,4.0,4607.0,40.0,5.0,14.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,21.304547,-157.855676, United States
Melbourne,53,3.9,4.0,4.0,3195.0,23.0,5.0,25.0,5.0,4.0,5.0,4506.0,5.0,5.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,-37.8142176,144.9631608, Australia
Rio de Janeiro,54,3.9,4.0,3.0,1378.0,13.0,5.0,25.0,1.0,4.0,3.0,721.0,2.0,5.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,-22.9110137,-43.2093727, Brasil
Seoul,55,3.9,4.0,3.0,2268.0,23.0,4.0,75.0,5.0,2.0,4.0,2315.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,37.5666791,126.9782914, 대한민국
Madrid,56,3.9,4.0,4.0,2970.0,32.0,5.0,57.0,5.0,3.0,4.0,2225.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,40.4167047,-3.7035825, España
Vancouver,57,3.9,4.0,4.0,3433.0,30.0,3.0,18.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,49.2608724,-123.113952, Canada
Guadalajara,58,3.9,4.0,3.0,1119.0,12.0,3.0,70.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,20.6720375,-103.338396, México
Los Angeles CA,59,3.9,4.0,4.0,4550.0,56.0,5.0,56.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,34.0536909,-118.242766, United States
Ljubljana,60,3.8,4.0,4.0,2176.0,48.0,3.0,17.0,4.0,4.0,4.0,1793.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,46.0499803,14.5068602, Slovenija
Amsterdam,61,3.8,4.0,4.0,4760.0,21.0,4.0,19.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,52.3727598,4.8936041, Nederland
Tallinn,62,3.8,4.0,4.0,2092.0,30.0,3.0,55.0,4.0,5.0,4.0,1482.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,59.4372155,24.7453688, Eesti
Athens,63,3.8,4.0,4.0,2840.0,13.0,5.0,72.0,5.0,2.0,4.0,1436.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,37.9839412,23.7283052, Ελλάς
Cluj,64,3.8,4.0,3.0,1872.0,34.0,4.0,8.0,4.0,2.0,4.0,787.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,3.0,46.769379,23.5899542, România
Munggu Bali,65,3.8,3.0,3.0,1513.0,14.0,3.0,8.0,5.0,4.0,3.0,298.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,2.0,-8.6212371,115.126168, Indonesia
Vilnius,66,3.8,4.0,3.0,2071.0,25.0,5.0,52.0,3.0,4.0,4.0,1226.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,2.0,3.0,54.6870458,25.2829111, Lietuva
Ko Samui,67,3.8,4.0,3.0,1303.0,17.0,3.0,52.0,4.0,3.0,3.0,493.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,9.50139445,99.99561927320003, ประเทศไทย
Santiago,68,3.8,4.0,3.0,1365.0,14.0,2.0,27.0,4.0,4.0,4.0,1150.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,9.8694792,-83.7980749, Costa Rica
Auckland,69,3.8,4.0,4.0,3398.0,23.0,3.0,34.0,5.0,5.0,5.0,3353.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,-36.852095,174.7631803, New Zealand / Aotearoa
Wellington,70,3.8,4.0,4.0,2746.0,27.0,3.0,28.0,5.0,5.0,5.0,3353.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,-41.2887953,174.7772114, New Zealand / Aotearoa
Ubud Bali,71,3.8,4.0,3.0,1798.0,12.0,3.0,28.0,5.0,4.0,3.0,298.0,2.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,-8.5724004,115.2599496, Indonesia
San Diego CA,72,3.8,4.0,4.0,4313.0,73.0,4.0,41.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,32.7174202,-117.1627728, United States
Chicago IL,73,3.8,4.0,4.0,3681.0,38.0,4.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,41.8755616,-87.6244212, United States
Brasov,74,3.8,3.0,3.0,1298.0,29.0,3.0,32.0,4.0,2.0,4.0,787.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,45.6523093,25.6102746, România
Johannesburg,75,3.7,4.0,3.0,1631.0,12.0,3.0,65.0,1.0,3.0,3.0,425.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,-26.205,28.049722, South Africa
Paris,76,3.7,4.0,4.0,4090.0,32.0,4.0,57.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,48.8588897,2.3200410217200766, France
Seminyak Bali,77,3.7,3.0,3.0,796.0,3.0,4.0,57.0,5.0,2.0,3.0,298.0,2.0,5.0,2.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,-8.680844,115.1604163, Indonesia
Pittsburgh PA,78,3.7,4.0,4.0,2095.0,72.0,4.0,39.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,40.4416941,-79.9900861, United States
Munich,79,3.7,4.0,4.0,3793.0,28.0,5.0,19.0,5.0,4.0,4.0,3538.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,48.1371079,11.5753822, Deutschland
Minsk,80,3.7,4.0,3.0,1017.0,19.0,3.0,19.0,4.0,4.0,4.0,417.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,53.9024716,27.5618225, Беларусь
Dallas TX,81,3.7,4.0,4.0,3094.0,47.0,4.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,32.7762719,-96.7968559, United States
Manila,82,3.7,3.0,3.0,1425.0,9.0,2.0,54.0,3.0,2.0,3.0,246.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,14.5907332,120.9809674, Luzon
Quito,83,3.7,4.0,3.0,989.0,10.0,3.0,63.0,3.0,3.0,3.0,499.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,-0.2201641,-78.5123274, Ecuador
San Miguel de Allende,84,3.7,4.0,3.0,1371.0,17.0,3.0,31.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,5.0,2.0,20.9139025,-100.744012, México
Gdansk,85,3.7,4.0,3.0,1623.0,26.0,4.0,32.0,5.0,2.0,4.0,1028.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,54.36119285,18.62860883362069, Polska
Queretaro,86,3.7,4.0,3.0,859.0,11.0,4.0,32.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,5.0,2.0,3.0,5.0,2.0,20.5927744,-100.3902245, México
Hyderabad,87,3.7,3.0,3.0,720.0,24.0,2.0,85.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,17.360589,78.4740613, India
Willemstad,88,3.7,4.0,3.0,1913.0,15.0,5.0,36.0,4.0,3.0,2.0,1632.0,5.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,12.1066695,-68.9351307, Nederland
Bansko,89,3.7,4.0,3.0,1409.0,31.0,5.0,24.0,4.0,2.0,4.0,622.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,41.8344086,23.4841698, Бългaрия
Hilo Hawaii,90,3.7,4.0,4.0,3653.0,43.0,4.0,23.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,19.7073734,-155.0815803, United States
Plovdiv,91,3.7,4.0,3.0,1416.0,31.0,3.0,29.0,4.0,2.0,4.0,622.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,42.1418541,24.7499297, Бългaрия
Szczecin,92,3.7,3.0,3.0,1540.0,38.0,2.0,41.0,5.0,2.0,4.0,1028.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,53.4301818,14.5509623, Polska
Porto Alegre,93,3.7,4.0,3.0,853.0,13.0,5.0,41.0,1.0,4.0,3.0,721.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,-30.0324999,-51.2303767, Brasil
Kuala Lumpur,94,3.7,4.0,3.0,1238.0,16.0,3.0,40.0,4.0,4.0,3.0,792.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.1516964,101.6942371, Malaysia
Washington DC,95,3.7,4.0,4.0,4879.0,67.0,4.0,23.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,38.8950368,-77.0365427, United States
Braga,96,3.6,4.0,3.0,1602.0,29.0,3.0,82.0,5.0,3.0,3.0,1646.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,41.5510583,-8.4280045, Portugal
Portland OR,97,3.6,4.0,4.0,3487.0,71.0,5.0,21.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,45.5202471,-122.6741949, United States
Odessa,98,3.6,3.0,3.0,1071.0,33.0,2.0,17.0,4.0,2.0,4.0,175.0,2.0,5.0,3.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,46.4873195,30.7392776, Україна
El Gouna,99,3.6,4.0,3.0,2176.0,7.0,5.0,17.0,4.0,5.0,3.0,235.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,5.0,2.0,5.0,5.0,3.0,30.4275348,-9.293198, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
Queenstown,100,3.6,4.0,4.0,3518.0,30.0,4.0,17.0,5.0,3.0,5.0,3353.0,5.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,-45.0321923,168.661, New Zealand / Aotearoa
Bratislava,101,3.6,4.0,3.0,1462.0,32.0,3.0,34.0,5.0,3.0,4.0,1374.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,5.0,4.0,2.0,3.0,48.1516988,17.1093063, Slovensko
Davao,102,3.6,3.0,3.0,1102.0,8.0,4.0,71.0,3.0,2.0,3.0,246.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,7.0645451,125.6084371, Luzon
Lagos Algarve,103,3.3,3.0,2.0,1819.0,5.0,3.0,71.0,3.0,2.0,2.0,181.0,4.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,37.1027734,-8.6726941, Portugal
Taghazout,104,3.6,3.0,3.0,1159.0,7.0,3.0,71.0,4.0,2.0,2.0,245.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,2.0,2.0,30.544722,-9.709128, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
San Francisco CA,105,3.6,4.0,4.0,6091.0,68.0,2.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,37.7790262,-122.419906, United States
Riga,106,3.6,4.0,3.0,1981.0,20.0,3.0,97.0,4.0,4.0,4.0,1166.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,56.9493977,24.1051846, Latvija
Ho Chi Minh City,107,3.6,4.0,3.0,964.0,15.0,5.0,69.0,4.0,2.0,2.0,181.0,2.0,5.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,10.7715512,106.6983801, Việt Nam
Tirana,109,3.6,3.0,3.0,1224.0,12.0,2.0,92.0,4.0,2.0,3.0,338.0,2.0,5.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,41.3305141,19.82556285758297, Shqipëria
Kansas City MO,110,3.6,4.0,4.0,2621.0,56.0,4.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,39.100105,-94.5781416, United States
Puerto Vallarta,111,3.6,4.0,3.0,1725.0,24.0,3.0,36.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,5.0,2.0,3.0,5.0,2.0,20.6407176,-105.220306, México
Victoria,112,3.6,4.0,4.0,3292.0,25.0,2.0,27.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,-36.5986096,144.6780052, Australia
Tokyo,113,3.6,4.0,3.0,3001.0,29.0,5.0,41.0,5.0,2.0,4.0,3220.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,35.6828387,139.7594549, 日本
Cebu,114,3.6,3.0,3.0,880.0,8.0,4.0,145.0,3.0,2.0,3.0,246.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,10.2931062,123.9020773, Luzon
Las Vegas NV,115,3.6,4.0,4.0,3703.0,50.0,5.0,16.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,3.0,36.1672559,-115.148516, United States
Corralejo Canary Islands,116,3.6,4.0,4.0,2364.0,44.0,5.0,25.0,5.0,3.0,4.0,2225.0,3.0,5.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,28.7307235,-13.8651907, España
Antalya,117,3.6,4.0,3.0,869.0,12.0,5.0,139.0,4.0,2.0,3.0,905.0,2.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,36.9009641,30.6954846, Türkiye
Lima,118,3.6,4.0,3.0,969.0,8.0,4.0,124.0,3.0,3.0,3.0,504.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,-12.0621065,-77.0365256, Perú
New York City NY,119,3.6,4.0,4.0,5072.0,33.0,5.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,40.7127281,-74.0060152, United States
Varna,120,3.6,4.0,3.0,1437.0,33.0,3.0,55.0,4.0,2.0,4.0,622.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,43.2073873,27.9166653, Бългaрия
Guanajuato,121,3.6,4.0,3.0,1222.0,15.0,3.0,40.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,2.0,20.9876996,-101.0, México
Seville,122,3.6,4.0,4.0,2324.0,22.0,3.0,24.0,5.0,2.0,4.0,2225.0,2.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,37.3886303,-5.9953403, España
Montreal,123,3.6,4.0,4.0,2926.0,23.0,4.0,30.0,4.0,5.0,4.0,3513.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,45.5031824,-73.5698065, Canada
New Orleans LA,124,3.6,4.0,4.0,3669.0,45.0,4.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,3.0,29.9499323,-90.0701156, United States
Orlando FL,125,3.6,4.0,4.0,3275.0,45.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,28.5421109,-81.3790304, United States
Tampa FL,126,3.6,4.0,4.0,3416.0,55.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,27.9477595,-82.458444, United States
Suva,127,3.6,3.0,3.0,1750.0,7.0,3.0,33.0,4.0,4.0,4.0,433.0,5.0,5.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,-18.1415884,178.4421662, Viti
