,rank,city,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long
658,675,Guayaquil,3.0,3.0,2.0,1361.0,7.0,3.0,8.0,3.0,3.0,3.0,499.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,-2.1900703,-79.8868702
659,676,Cusco,3.0,3.0,3.0,1175.0,10.0,2.0,8.0,3.0,3.0,3.0,504.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,-13.5170887,-71.9785356
660,677,Belize City,3.0,3.0,3.0,2421.0,15.0,2.0,8.0,1.0,3.0,3.0,395.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,17.5000543,-88.2003115
661,678,Baltimore MD,3.0,3.0,3.0,3560.0,58.0,3.0,34.0,4.0,2.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,39.2908816,-76.610759
662,679,Joplin MO,3.0,3.0,3.0,3496.0,34.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,37.08418,-94.51323
663,680,Daytona Beach FL,3.0,4.0,3.0,3478.0,39.0,3.0,29.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,29.2108147,-81.0228331
664,681,College Station TX,3.0,4.0,3.0,3738.0,57.0,3.0,29.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,30.5955289,-96.3071042
665,682,Ko Chang,3.0,3.0,2.0,1030.0,19.0,3.0,29.0,4.0,3.0,3.0,493.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,12.054616800000002,102.33734259872213
666,683,Appleton WI,3.0,3.0,3.0,3654.0,39.0,3.0,23.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,44.2613967,-88.4069744
667,684,Merced CA,3.0,3.0,3.0,2957.0,74.0,3.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,37.1641544,-120.7678602
668,685,Decatur IL,3.0,3.0,3.0,3450.0,42.0,3.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,39.8454163,-88.9524151
669,686,Kassel,3.0,4.0,3.0,2793.0,34.0,3.0,27.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,51.3154546,9.4924096
670,687,Sparks NV,3.0,4.0,4.0,3752.0,56.0,3.0,45.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,39.5404679,-119.7487235
671,688,Darmstadt,3.0,4.0,3.0,2688.0,28.0,3.0,26.0,5.0,3.0,4.0,3538.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,49.872775,8.651177
672,689,Elgin IL,3.0,3.0,3.0,3739.0,57.0,3.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,42.03726,-88.2810994
673,690,Eindhoven,3.0,4.0,4.0,3893.0,54.0,3.0,16.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,51.4392648,5.478633
674,691,Dortmund,3.0,4.0,3.0,3333.0,29.0,4.0,14.0,5.0,3.0,4.0,3538.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,51.5142273,7.4652789
675,692,Dededo,3.0,4.0,3.0,3371.0,6.0,5.0,14.0,4.0,5.0,4.0,0.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,3.0,13.519054,144.83783877764978
676,693,Hagatna,3.0,4.0,3.0,3367.0,8.0,5.0,14.0,4.0,5.0,4.0,0.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,3.0,13.4727446,144.75201822544284
677,694,Norwich,3.0,4.0,4.0,4051.0,24.0,3.0,49.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,52.628606,1.29227
678,695,Huainan,3.0,3.0,2.0,1130.0,2.0,3.0,104.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,32.5866826,117.0130019
679,696,Mui Ne,3.0,3.0,2.0,832.0,11.0,3.0,104.0,4.0,3.0,2.0,181.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,10.9428763,108.2830253
680,697,Bend OR,3.0,4.0,3.0,3781.0,46.0,3.0,25.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,44.0581728,-121.3153096
681,698,Shanghai,3.0,4.0,3.0,2224.0,2.0,5.0,87.0,5.0,4.0,3.0,677.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,31.2322758,121.4692071
682,699,Lilongwe,3.0,3.0,2.0,1721.0,1.0,2.0,87.0,4.0,2.0,2.0,25.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,-13.9875107,33.768144
683,700,Klaipeda,3.0,3.0,3.0,2202.0,40.0,3.0,93.0,3.0,3.0,4.0,1226.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,55.7127529,21.1350469
684,701,Gaziantep,3.0,3.0,2.0,606.0,11.0,3.0,26.0,4.0,2.0,3.0,905.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,37.0628317,37.3792617
685,702,Macau,3.0,3.0,3.0,2588.0,5.0,5.0,81.0,5.0,2.0,3.0,6099.0,3.0,5.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,22.1757605,113.5514142
686,703,Kozhikode,3.0,3.0,2.0,1034.0,10.0,3.0,151.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,11.2450558,75.7754716
687,704,Fort Myers FL,3.0,4.0,4.0,3834.0,42.0,3.0,29.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,26.640628,-81.8723084
688,705,Johnson City TN,3.0,3.0,3.0,3577.0,38.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,36.3134398,-82.3534728
689,706,Hartford CT,3.0,3.0,4.0,3626.0,40.0,2.0,31.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,41.3403944,-72.0243982
690,707,Stockton CA,3.0,4.0,3.0,2588.0,41.0,3.0,35.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,37.9577016,-121.2907796
691,708,Coventry,3.0,4.0,4.0,3553.0,26.0,2.0,37.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,52.4081812,-1.510477
692,709,Palm Bay FL,3.0,4.0,3.0,3469.0,40.0,3.0,28.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,27.9946969,-80.6366144
693,710,San Jose CA,3.0,4.0,4.0,3927.0,60.0,2.0,50.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,37.3361905,-121.890583
694,711,Yuba City CA,3.0,3.0,3.0,3291.0,81.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,39.1404477,-121.6169108
695,712,Galway,3.0,4.0,4.0,4138.0,21.0,4.0,60.0,5.0,5.0,4.0,5375.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,53.2744122,-9.0490601
696,713,Tomsk,3.0,3.0,2.0,1509.0,18.0,2.0,60.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,58.6124279,82.0475315
697,714,Pai,3.0,4.0,3.0,1596.0,19.0,2.0,24.0,4.0,2.0,3.0,493.0,2.0,5.0,2.0,4.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,2.0,-5.0875829,119.5156332
698,715,Yakima WA,3.0,3.0,3.0,3690.0,46.0,3.0,25.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,3.0,5.0,3.0,46.601557,-120.510842
699,716,Boumerdas,3.0,3.0,2.0,1342.0,4.0,2.0,72.0,4.0,2.0,3.0,326.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,36.77101545,3.509589562138503
700,717,Southampton,3.0,4.0,4.0,3898.0,26.0,4.0,36.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,50.9025349,-1.404189
701,718,Antwerp,3.0,4.0,3.0,3461.0,56.0,4.0,37.0,4.0,2.0,4.0,3433.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,51.2211097,4.3997081
702,719,Samara,3.0,3.0,2.0,1279.0,17.0,2.0,37.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,53.198627,50.113987
703,720,Ghent,3.0,4.0,3.0,3064.0,41.0,3.0,41.0,4.0,2.0,4.0,3433.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,51.0538286,3.7250121
704,721,Mbuji-Mayi,3.0,2.0,2.0,1627.0,2.0,2.0,41.0,2.0,2.0,2.0,43.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,-6.1258942,23.5998111
705,722,Victoria TX,3.6,4.0,4.0,3292.0,25.0,2.0,27.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,28.8026443,-96.9766308
706,723,Verdi NV,3.0,4.0,3.0,3690.0,13.0,3.0,14.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,39.5182427,-119.9888113
707,724,Banjul,3.0,2.0,2.0,836.0,3.0,2.0,14.0,3.0,2.0,1.0,40.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13.4410165,-16.56275092072591
708,725,Huddersfield,3.0,4.0,3.0,3463.0,26.0,3.0,34.0,5.0,3.0,4.0,3354.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,53.6466645,-1.7822482
709,726,Conakry,3.0,2.0,2.0,1479.0,1.0,2.0,34.0,3.0,3.0,1.0,57.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,9.5170602,-13.6998434
710,727,Astana,3.0,3.0,2.0,1183.0,10.0,2.0,65.0,4.0,3.0,4.0,642.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,51.1282205,71.4306682
711,728,Fort Collins CO,3.0,4.0,4.0,3876.0,68.0,3.0,28.0,4.0,5.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,40.5508527,-105.0668085
712,729,Beaverton OR,3.0,4.0,4.0,3829.0,44.0,3.0,16.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,45.4871723,-122.80378
713,730,Daegu,3.0,4.0,3.0,1913.0,26.0,3.0,78.0,5.0,3.0,4.0,2315.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,35.8713,128.6018
714,731,Greeley CO,3.0,4.0,3.0,3621.0,65.0,3.0,35.0,4.0,5.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,38.4570355,-101.8185007
715,732,Mountain View CA,3.0,4.0,3.0,3917.0,44.0,4.0,16.0,4.0,2.0,4.0,4817.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,37.3893889,-122.0832101
716,733,Joao Pessoa,3.0,3.0,2.0,1098.0,11.0,2.0,16.0,1.0,2.0,3.0,721.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,-7.1215981,-34.882028
717,734,Chania Crete,3.0,4.0,3.0,3642.0,14.0,3.0,16.0,5.0,2.0,4.0,1436.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,35.5120831,24.0191544
718,735,Abu Dhabi,3.0,3.0,3.0,3693.0,13.0,5.0,77.0,5.0,3.0,3.0,3135.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,24.4538352,54.3774014
719,736,Logan UT,3.0,3.0,3.0,3748.0,81.0,3.0,25.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,41.7313447,-111.8348631
720,737,Elkhart IN,3.0,3.0,3.0,3700.0,60.0,3.0,27.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,41.6819935,-85.9766671
721,738,Managua,3.0,3.0,2.0,1171.0,8.0,2.0,27.0,2.0,4.0,2.0,179.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,12.1459907,-86.2746665
722,739,Santa Fe NM,3.0,4.0,3.0,3345.0,38.0,4.0,14.0,4.0,3.0,4.0,4817.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,35.6876096,-105.9384569
723,740,Tarifa,3.0,4.0,3.0,3116.0,23.0,3.0,23.0,5.0,3.0,4.0,2225.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,36.0127749,-5.6048873
724,741,Bologna,3.0,4.0,3.0,2636.0,16.0,3.0,53.0,5.0,2.0,4.0,2607.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,44.4938203,11.3426327
725,742,Auburn AL,3.0,3.0,3.0,3612.0,50.0,3.0,28.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,33.576353,-86.767638
726,743,Vineland NJ,3.0,3.0,3.0,3549.0,77.0,3.0,32.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,3.0,39.4862777,-75.0254256
727,744,Krivoy-Rog,3.0,3.0,2.0,896.0,21.0,2.0,35.0,4.0,2.0,4.0,175.0,2.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,47.9102734,33.3917703
728,745,Lake Havasu City AZ,3.0,4.0,3.0,3947.0,61.0,3.0,35.0,4.0,5.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,34.4838502,-114.3224495
729,746,Waukegan IL,3.0,3.0,3.0,3716.0,47.0,3.0,24.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,42.3636331,-87.8447938
730,747,Hua Hin,3.0,3.0,2.0,1272.0,24.0,2.0,24.0,4.0,3.0,3.0,493.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,12.5672395,99.954586
731,748,Marseille,3.0,4.0,3.0,3040.0,27.0,3.0,33.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,43.2961743,5.3699525
732,749,Chachapoyas,3.0,3.0,2.0,877.0,15.0,2.0,33.0,3.0,3.0,3.0,504.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,-6.3718272,-77.8093378
733,751,Curitiba,3.0,3.0,3.0,2112.0,13.0,3.0,77.0,1.0,4.0,3.0,721.0,2.0,5.0,2.0,4.0,2.0,3.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,-25.4295963,-49.2712724
734,752,Varkala,3.0,3.0,2.0,904.0,10.0,2.0,60.0,4.0,2.0,2.0,142.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,8.7342288,76.7257086
735,753,Port Harcourt,3.0,2.0,2.0,1844.0,5.0,2.0,60.0,3.0,2.0,2.0,181.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,4.7676576,7.0188527
736,754,Tebessa,3.0,3.0,2.0,1472.0,5.0,2.0,60.0,4.0,2.0,3.0,326.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,35.124945,7.901173504229375
737,755,Oxford,3.0,4.0,4.0,4091.0,24.0,4.0,32.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,51.7520131,-1.2578499
738,756,Heidelberg,3.0,4.0,3.0,3082.0,31.0,3.0,25.0,5.0,3.0,4.0,3538.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,49.4093582,8.694724
739,757,Dili,3.0,3.0,3.0,1798.0,0.0,2.0,25.0,4.0,2.0,2.0,177.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,-8.5536809,125.5784093
740,758,Wilmington NC,3.0,4.0,3.0,3960.0,53.0,3.0,21.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,34.2257282,-77.9447107
741,759,Fairfax VA,3.0,4.0,4.0,3878.0,58.0,2.0,106.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,38.8462236,-77.3063733
742,760,Galveston TX,3.0,4.0,4.0,3822.0,43.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,29.299328,-94.7945882
743,761,Chandigarh,3.0,3.0,2.0,1132.0,9.0,3.0,179.0,4.0,2.0,2.0,142.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,30.7334421,76.7797143
744,762,Daejeon,3.0,4.0,3.0,1901.0,26.0,3.0,71.0,5.0,3.0,4.0,2315.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,36.3496,127.3848
745,763,Lusaka,3.0,3.0,2.0,1191.0,3.0,2.0,71.0,3.0,2.0,3.0,106.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,-15.4164488,28.2821535
746,764,Chelyabinsk,3.0,3.0,2.0,1252.0,18.0,2.0,71.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,55.1598408,61.4025547
747,765,Bucaramanga,3.0,3.0,2.0,758.0,9.0,3.0,129.0,1.0,3.0,3.0,484.0,2.0,5.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,7.1114611,-73.1172869
748,766,Bristol,3.0,4.0,4.0,4348.0,26.0,5.0,39.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,3.0,5.0,4.0,51.4538022,-2.5972985
749,767,Marbella,3.0,4.0,3.0,2981.0,37.0,4.0,31.0,5.0,3.0,4.0,2225.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,36.508976,-4.88562
750,769,Waterloo,3.0,4.0,4.0,3852.0,48.0,3.0,26.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,42.4979693,-92.3329637
751,771,Hof,3.0,3.0,3.0,3382.0,54.0,3.0,27.0,5.0,3.0,4.0,3538.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,50.3219015,11.9178807
752,772,Oakland CA,3.0,4.0,3.0,3755.0,67.0,3.0,39.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,37.8044557,-122.2713563
753,773,Chifeng,3.0,3.0,2.0,1258.0,2.0,2.0,74.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,42.2799929,118.9426131
754,774,Bath,3.0,4.0,4.0,3598.0,26.0,3.0,39.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,51.3813864,-2.3596963
755,775,Panama City,3.0,4.0,3.0,3776.0,15.0,3.0,91.0,2.0,4.0,3.0,1140.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,30.1600827,-85.6545729
756,776,Kazan,3.0,3.0,2.0,2205.0,18.0,2.0,91.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,55.7823547,49.1242266
757,777,Limassol,3.0,4.0,3.0,3324.0,12.0,5.0,32.0,4.0,3.0,4.0,1969.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,34.6852901,33.0332657
758,778,Punta del Este,3.0,3.0,3.0,1858.0,17.0,3.0,32.0,3.0,2.0,3.0,1268.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,-34.9632342,-54.9439981
759,779,Port Orange FL,3.0,4.0,4.0,3689.0,36.0,3.0,29.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,29.101628050000002,-81.01059617608054
760,780,Nuuk,3.0,3.0,3.0,2577.0,6.0,4.0,29.0,2.0,3.0,4.0,3372.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,64.175029,-51.7355386
761,781,Aalborg,3.0,4.0,4.0,3761.0,51.0,3.0,76.0,5.0,5.0,4.0,4478.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,57.0462626,9.9215263
762,782,Taichung,3.0,4.0,3.0,1896.0,21.0,2.0,121.0,5.0,3.0,4.0,2048.0,2.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,24.163162,120.6478282
763,783,Princeton NJ,3.0,3.0,3.0,3868.0,60.0,3.0,29.0,4.0,3.0,4.0,4817.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,40.34833555,-74.6684230570877
764,784,Virginia Beach VA,3.0,4.0,3.0,3579.0,74.0,4.0,25.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,36.8529841,-75.9774183
765,785,Lelystad,3.0,4.0,3.0,3424.0,43.0,3.0,13.0,5.0,3.0,4.0,3813.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,52.5150949,5.4768915
766,786,Aurangabad,3.0,3.0,2.0,2359.0,8.0,3.0,72.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,19.877263,75.3390241
767,787,Rabat,3.0,3.0,2.0,2296.0,8.0,4.0,72.0,4.0,2.0,2.0,245.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,34.022405,-6.834543
768,788,Hesperia CA,3.0,4.0,3.0,3506.0,52.0,3.0,55.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,34.4263886,-117.3008784
769,789,Reading,3.0,4.0,3.0,4214.0,24.0,3.0,29.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,51.456659,-0.9696512
770,790,Manama,3.0,4.0,3.0,2042.0,9.0,4.0,147.0,5.0,5.0,3.0,1882.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,2.0,3.0,17.1750495,95.9999652
771,791,Kananga,3.0,2.0,2.0,1482.0,3.0,2.0,147.0,2.0,2.0,2.0,43.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,-5.8951725,22.408589
772,792,Lublin,2.9,3.0,3.0,1177.0,33.0,3.0,57.0,5.0,2.0,4.0,1028.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,51.250559,22.5701022
