,rank,city,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long
429,441,Tyler TX,3.2,4.0,3.0,2905.0,79.0,3.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,32.3512601,-95.3010624
430,442,Corpus Christi TX,3.2,4.0,3.0,3165.0,53.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,27.7951482,-97.3942053
431,443,Asheville NC,3.2,4.0,4.0,3414.0,43.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,35.6009498,-82.5540161
432,444,Dothan AL,3.2,3.0,3.0,2887.0,36.0,3.0,33.0,4.0,3.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,31.2237434,-85.3933906
433,445,Mataram Lombok,3.2,3.0,2.0,837.0,9.0,2.0,33.0,5.0,2.0,3.0,298.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,-8.5837726,116.10685
434,446,Wichita KS,3.2,3.0,3.0,2975.0,46.0,3.0,61.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,37.6922361,-97.3375448
435,447,Guelph,3.2,4.0,3.0,3057.0,23.0,3.0,26.0,4.0,3.0,4.0,3513.0,5.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,43.5460516,-80.2493276
436,448,Spokane WA,3.2,3.0,3.0,3072.0,48.0,3.0,15.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,47.6571934,-117.4235106
437,449,Durban,3.2,3.0,3.0,2039.0,12.0,3.0,51.0,1.0,3.0,3.0,425.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,4.0,3.0,5.0,3.0,-29.861825,31.009909
438,451,Richmond VA,3.2,4.0,4.0,3177.0,69.0,2.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,-32.8652,151.5012
439,452,Springfield IL,3.2,3.0,3.0,2901.0,56.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,39.7990175,-89.6439575
440,453,Cape Coral FL,3.2,4.0,3.0,3271.0,39.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,26.6059432,-81.9806771
441,454,Eugene OR,3.2,4.0,3.0,3025.0,43.0,3.0,23.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,44.0505054,-123.0950506
442,455,Graz,3.2,4.0,3.0,2789.0,28.0,3.0,11.0,5.0,3.0,4.0,3738.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,47.0708678,15.4382786
443,456,Cambridge,3.2,4.0,3.0,3307.0,26.0,2.0,31.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,52.2055314,0.1186637
444,457,Oklahoma City OK,3.2,3.0,3.0,2859.0,55.0,2.0,35.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,35.4729886,-97.5170536
445,458,Ibadan,3.2,3.0,2.0,1303.0,4.0,2.0,35.0,3.0,4.0,2.0,181.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,7.3777462,3.8972497
446,459,Lake Tahoe CA,3.2,3.0,3.0,5468.0,32.0,4.0,14.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,39.08854049999999,-120.05035277301698
447,460,Makassar,3.2,3.0,2.0,721.0,8.0,3.0,14.0,5.0,2.0,3.0,298.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,-5.1342962,119.4124282
448,461,Tijuana,3.2,3.0,3.0,1106.0,12.0,5.0,14.0,2.0,3.0,3.0,704.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,32.5010188,-116.964662
449,462,Kosice,3.2,3.0,3.0,1559.0,28.0,4.0,51.0,5.0,3.0,4.0,1374.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,48.7172272,21.2496774
450,463,Santo Domingo,3.2,3.0,2.0,1549.0,10.0,5.0,51.0,2.0,4.0,3.0,560.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,18.4801972,-69.942111
451,464,Pensacola FL,3.2,3.0,3.0,3163.0,43.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,30.421309,-87.2169149
452,465,Oregon City OR,3.2,4.0,4.0,3229.0,61.0,3.0,21.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,45.3573429,-122.6067583
453,466,Oulu,3.2,4.0,4.0,2688.0,27.0,2.0,54.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,65.0118734,25.4716809
454,467,Banff,3.2,4.0,4.0,3348.0,48.0,3.0,54.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,51.1777781,-115.5682504
455,468,Fukuoka,3.2,4.0,3.0,2454.0,32.0,5.0,57.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,33.6251241,130.6180016
456,469,Beacon NY,3.2,3.0,3.0,3198.0,32.0,3.0,19.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,41.504879,-73.9696822
457,470,Bandar Seri Begawan,3.2,3.0,2.0,1203.0,4.0,2.0,19.0,5.0,2.0,3.0,2245.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,4.8895453,114.9417574
458,471,Bethlehem PA,3.2,3.0,3.0,3095.0,55.0,3.0,35.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,-1.45056,-48.4682453
459,472,Hoover AL,3.2,4.0,3.0,3161.0,42.0,3.0,31.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,40.2336347,-76.8245353
460,473,Kaunas,3.2,3.0,3.0,2012.0,45.0,3.0,54.0,3.0,4.0,4.0,1226.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,54.8982139,23.9044817
461,474,Bloomington IN,3.2,3.0,3.0,3191.0,57.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,39.1670396,-86.5342881
462,475,Reykjavik,3.2,4.0,4.0,4417.0,27.0,3.0,57.0,5.0,5.0,4.0,5081.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,64.145981,-21.9422367
463,476,Waterloo IA,3.0,4.0,4.0,3852.0,48.0,3.0,26.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,42.4979693,-92.3329637
464,477,Longview TX,3.2,3.0,3.0,3150.0,38.0,3.0,16.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,32.5007031,-94.74049
465,478,Park City UT,3.2,3.0,3.0,3101.0,45.0,3.0,25.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,40.6460635,-111.4979741
466,479,Tampere,3.2,4.0,3.0,3325.0,30.0,4.0,24.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,61.4980214,23.7603118
467,480,Cavtat,3.2,3.0,3.0,2315.0,18.0,4.0,24.0,5.0,3.0,4.0,1013.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,42.5814314,18.2177461
468,481,Tirupur,3.2,3.0,2.0,683.0,12.0,2.0,72.0,4.0,3.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,11.127834,77.3415747
469,482,Grenoble,3.2,4.0,3.0,2974.0,27.0,3.0,32.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,45.1875602,5.7357819
470,483,The Hague,3.2,4.0,4.0,3622.0,31.0,4.0,31.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,52.0799838,4.3113461
471,484,Bossier City LA,3.2,3.0,3.0,2764.0,82.0,3.0,35.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,5.0,3.0,32.5369356,-93.6952689
472,486,Udon Thani,3.2,3.0,2.0,875.0,20.0,2.0,35.0,4.0,2.0,3.0,493.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,17.5211917,102.6680012
473,487,North Little Rock AR,3.1,4.0,3.0,2973.0,41.0,3.0,37.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,34.769536,-92.2670941
474,488,Johor Bahru,3.1,3.0,3.0,995.0,17.0,2.0,55.0,4.0,4.0,3.0,792.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.4728119,103.7642651
475,489,La Paz,3.1,3.0,2.0,947.0,6.0,3.0,165.0,2.0,4.0,3.0,259.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,-16.4955455,-68.1336229
476,490,Thiruvananthapuram,3.1,3.0,2.0,904.0,7.0,3.0,60.0,4.0,3.0,2.0,142.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,8.5241122,76.9360573
477,491,Jena,3.1,4.0,3.0,2553.0,32.0,3.0,60.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,50.9281717,11.5879359
478,492,Chiang Rai,3.1,3.0,2.0,1029.0,24.0,2.0,57.0,4.0,3.0,3.0,493.0,2.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0,19.7589517,99.6734592
479,493,Coimbatore,3.1,3.0,2.0,1127.0,10.0,3.0,95.0,4.0,2.0,2.0,142.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,11.0018115,76.9628425
480,494,Topeka KS,3.1,3.0,3.0,3075.0,41.0,3.0,36.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,39.049011,-95.677556
481,495,Manchester NH,3.3,4.0,4.0,3155.0,26.0,4.0,33.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,42.9956397,-71.4547891
482,496,Kathmandu,3.1,3.0,3.0,613.0,8.0,5.0,86.0,4.0,5.0,2.0,60.0,3.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,27.708317,85.3205817
483,497,Luxor,3.1,3.0,2.0,741.0,7.0,4.0,86.0,4.0,3.0,3.0,235.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,25.702096,32.647186
484,498,Tunis,3.1,3.0,2.0,1112.0,5.0,5.0,23.0,4.0,3.0,3.0,305.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,33.8439408,9.400138
485,499,Cartagena,3.1,3.0,2.0,1376.0,11.0,5.0,23.0,1.0,2.0,3.0,484.0,2.0,5.0,2.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,37.6019353,-0.9841152
486,500,Medan Sumatra,3.1,3.0,2.0,887.0,9.0,3.0,23.0,5.0,2.0,3.0,298.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,3.5896654,98.6738261
487,501,Belo Horizonte,3.1,3.0,3.0,832.0,13.0,2.0,23.0,1.0,4.0,3.0,721.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,-19.9227318,-43.9450948
488,502,San Luis Potosi,3.1,3.0,2.0,1085.0,11.0,2.0,23.0,2.0,3.0,3.0,704.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,22.5000001,-100.4949145
489,503,Bar,3.1,3.0,3.0,1773.0,24.0,3.0,84.0,4.0,3.0,4.0,580.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,48.4088704,7.4492808
490,504,Oslo,3.1,4.0,4.0,4708.0,47.0,4.0,18.0,5.0,4.0,5.0,5885.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,59.9133301,10.7389701
491,505,Thrissur,3.1,3.0,2.0,1056.0,8.0,4.0,18.0,4.0,3.0,2.0,142.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,10.5256264,76.2132542
492,506,Kolkata,3.1,3.0,2.0,714.0,10.0,3.0,85.0,4.0,2.0,2.0,142.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,22.5414185,88.35769124388872
493,507,Fes,3.1,3.0,2.0,1742.0,8.0,4.0,112.0,4.0,4.0,2.0,245.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,34.0346534,-5.0161926
494,508,Pokhara,3.1,3.0,3.0,641.0,8.0,5.0,40.0,4.0,4.0,2.0,60.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,28.209538,83.991402
495,509,San Juan del Sur,3.1,3.0,2.0,1420.0,9.0,4.0,40.0,2.0,2.0,2.0,179.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,11.2536716,-85.8709492
496,510,Uberlandia,3.1,3.0,3.0,995.0,13.0,2.0,40.0,1.0,3.0,3.0,721.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,-18.9188041,-48.2767837
497,511,Casper WY,3.1,3.0,3.0,3281.0,43.0,3.0,40.0,4.0,5.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,39.4632037,-75.7079641
498,512,Greensboro NC,3.1,3.0,3.0,2898.0,47.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,36.0726355,-79.7919754
499,513,Charleston SC,3.1,4.0,4.0,3554.0,35.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,32.7876012,-79.9402728
500,514,San Pedro de Atacama,3.1,3.0,3.0,1873.0,19.0,2.0,33.0,4.0,4.0,4.0,1150.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,-22.910832,-68.2001376
501,515,Grand Island NE,3.1,3.0,3.0,3258.0,50.0,3.0,24.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,40.924271,-98.338685
502,516,Liberia,3.1,3.0,3.0,1271.0,9.0,3.0,24.0,2.0,2.0,3.0,985.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,5.7499721,-9.3658524
503,517,Benin City,3.1,3.0,2.0,1390.0,4.0,2.0,24.0,3.0,3.0,2.0,181.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,6.3330586,5.6221058
504,518,Almere,3.1,4.0,4.0,3314.0,73.0,3.0,7.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,52.3657098,5.2210432
505,519,Rogers AR,3.1,3.0,3.0,3037.0,48.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,36.3320197,-94.1185366
506,520,Aurora IL,3.1,4.0,3.0,3256.0,58.0,3.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,41.7571701,-88.3147539
507,521,Nanaimo,3.1,4.0,4.0,3228.0,25.0,2.0,15.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,49.163877,-123.938122
508,522,Lethbridge,3.1,4.0,4.0,3663.0,25.0,5.0,22.0,4.0,5.0,4.0,3513.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,49.694285,-112.851562
509,523,Colorado Springs CO,3.1,3.0,3.0,3456.0,38.0,3.0,22.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,38.8339578,-104.8253485
510,524,Sheffield,3.1,4.0,3.0,3448.0,23.0,3.0,30.0,5.0,3.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,53.3806626,-1.4702278
511,525,Fayetteville NC,3.1,4.0,4.0,2905.0,43.0,3.0,31.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,35.0525759,-78.878292
512,526,Duluth MN,3.1,3.0,3.0,3285.0,35.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,46.7729322,-92.1251218
513,527,Brazzaville,3.1,3.0,2.0,1524.0,0.0,2.0,30.0,2.0,2.0,2.0,126.0,3.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,-4.2694407,15.2712256
514,528,Tallahassee FL,3.1,3.0,3.0,2835.0,50.0,3.0,37.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,30.4380832,-84.2809332
515,529,Santa Rosa CA,3.1,3.0,3.0,3080.0,41.0,3.0,22.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,38.4404925,-122.7141049
516,530,Malacca,3.1,3.0,3.0,1169.0,18.0,3.0,40.0,4.0,2.0,3.0,792.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.3293744,102.2880962
517,531,Ao Nang,3.1,3.0,2.0,1326.0,20.0,3.0,42.0,4.0,2.0,3.0,493.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,8.034499199999999,98.81788050252146
518,532,Caye Caulker,3.1,3.0,3.0,2729.0,19.0,4.0,42.0,1.0,2.0,3.0,395.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,17.7395201,-88.03365155356477
519,534,Henderson NV,3.1,4.0,3.0,3168.0,56.0,3.0,23.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,36.0301134,-114.9826194
520,535,Grand Rapids MI,3.1,4.0,3.0,3720.0,59.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,42.9632405,-85.6678639
521,536,Santa Maria CA,3.1,4.0,3.0,3186.0,73.0,3.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,34.9531295,-120.4358577
522,537,Temple TX,3.1,3.0,3.0,3345.0,62.0,3.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,31.098207,-97.3427847
523,538,Hull,3.1,4.0,3.0,2974.0,23.0,3.0,31.0,5.0,3.0,4.0,3354.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,53.7435722,-0.3394758
524,539,Lynchburg VA,3.1,3.0,3.0,3335.0,36.0,3.0,55.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,37.4137536,-79.1422464
525,540,Pocatello ID,3.1,4.0,3.0,3389.0,40.0,3.0,21.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,42.8620287,-112.450627
526,541,Campo Grande,3.1,3.0,3.0,1033.0,13.0,3.0,21.0,1.0,3.0,3.0,721.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,-20.4640173,-54.6162947
527,542,Ann Arbor MI,3.1,3.0,3.0,3411.0,64.0,2.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,42.2681569,-83.7312291
528,543,Dusseldorf,3.1,4.0,4.0,3107.0,26.0,2.0,11.0,5.0,4.0,4.0,3538.0,3.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,51.2254018,6.7763137
529,544,Jyvaskyla,3.1,4.0,3.0,3013.0,32.0,2.0,52.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,62.2393002,25.745951
530,545,La Paz,3.1,3.0,2.0,947.0,6.0,3.0,165.0,2.0,4.0,3.0,259.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,-16.4955455,-68.1336229
531,546,Jackson TN,3.1,3.0,3.0,3142.0,31.0,3.0,38.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,35.6144446,-88.8177418
532,547,Weston FL,3.1,4.0,3.0,3308.0,65.0,3.0,38.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,33.53634065,-79.04161776887568
533,548,Dahab,3.1,3.0,2.0,1019.0,9.0,2.0,38.0,4.0,3.0,3.0,235.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,28.4963633,34.5145652
534,549,Shreveport LA,3.1,3.0,3.0,2903.0,72.0,3.0,35.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,33.4201744,-96.572744
535,550,Kunming,3.1,3.0,2.0,1608.0,1.0,2.0,71.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,24.8843019,102.8324209
536,551,Missoula MT,3.1,3.0,3.0,3296.0,32.0,3.0,27.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,46.8701049,-113.995267
537,552,Naha Okinawa,3.1,4.0,3.0,2758.0,23.0,4.0,32.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,26.2122345,127.6791452
538,553,Antofagasta,3.1,3.0,3.0,1610.0,12.0,2.0,40.0,4.0,4.0,4.0,1150.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,-23.6463741,-70.3980033
539,554,Port Elizabeth,3.1,3.0,3.0,1657.0,12.0,3.0,40.0,1.0,3.0,3.0,425.0,5.0,5.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,-33.9617051,25.6207519
540,555,Barrie,3.1,4.0,4.0,3242.0,25.0,2.0,51.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,44.3893113,-79.6901736
541,556,Izhevsk,3.1,3.0,2.0,1268.0,18.0,2.0,51.0,2.0,2.0,4.0,721.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,56.866557,53.2094166
542,557,Freetown,3.1,2.0,2.0,1734.0,2.0,2.0,51.0,4.0,2.0,1.0,41.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,8.479004,-13.26795
